class,News
1,"Just watched the scene in zero dark thirty where they pop Osama's bitch ass 
#U #S #A"
1,Kanye west is a faggot
1,Karmas a bitch and so are you. You'll be getting along just fine real soon.
1,Kick dem fucc niccas out da spot
1,Kim Kardashian look like a tranny with all that surgery
1,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him."
1,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary
1,LRG ass nigguh
1,Lakers are trash right now.
1,Late night phone convos with my hoomie that nigga a gook
1,Lemme find out that bitch nigga talking shit
1,Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you
1,Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around
1,Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!
1,Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;
1,Lmao RT @Handsomeesco_55 If u live wit ya girl and u do dishes u a faggot
1,Lmao let these hoes be hoes ain't no Savin nem
1,Lmao! You niggas regionally picky about hoes now. Just say anything on Twitter. Makes it's fun tho
1,Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself
1,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice
1,Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches
1,Lol you're a cunt liar and I hope you drop dead k :-)
1,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass."
1,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
1,"Look at this little faggot.
""@Kellz622: Tell her she's beautiful as much as you can. It'll make her smile"""
1,"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War"
1,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
1,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...
1,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather
1,Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.
1,Members of non-traditional religions are all sub-human trash.
1,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals."
1,Minus all the retarded poor bots.
1,Most niccas broke but always n the limelight
1,Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;
1,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6
1,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina
1,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.
1,My eyes feel so chink eyed
1,My managers a stupid cunt yes I said it
1,My neighbors be sick when i wake um up to all this nigger music ctfu
1,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story
1,Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?
1,Need a bitch to drop it down for a niggah
1,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4
1,Nigga just had them crackers on a chase.
1,Niggah niggah niggah don't believe me just wacthh...
1,Niggas actin like hoes most of em bitches
1,"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh"
1,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes
1,Niggas deserve better bitches
1,Niggas sleepin with bitches grandmas??? Lmfao maury fake af
1,Niggas wear wigs more than bitches these days.
1,Niggas/bitches cheat cause mf's always think they gettin played
1,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so."
1,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.
1,"No police department that hires gypsies, half-breeds, and nigglets should be trusted."
1,"No these are only whites pies.
Well do you have any negro pies?"
1,"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;"
1,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...
1,"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don&#8217;t have the ability to block... http://t.co/hBF2xZa0ke"
1,"Not trying to follow any spooks, no offense ..."
1,OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams
1,"Obama&#8217;s faves: Muslims, black ghetto trash http://t.co/qTfjRAijwn via @worldnetdaily"
1,Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons
1,Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass
1,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*
1,On UPenn campus all the black chicks here are trash but they're gonna be paid
1,Only Americans would hire white trash with ties to international terrorism as police officers.
1,Only faggots use white ds's
1,"Only fags say ""swag"" shits mad retarded."
1,Only retards retweet fuckry
1,Only white trash watch football.
1,Only white trash would call slants and hindis and moslems their equals.
1,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO."
1,Or the teach might get u got RT @abstraktalante: I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.
1,Oregon losing IN OREGON ahhhahahaha faggots
1,"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock 5 minutes, pussy boy..I'll crush you."
1,"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM."
1,Pennsylvania is white trash and is so are all Pennsylvanians.
1,People are fucking retarded lol
1,People get more and more retarded everyday
1,People on this site are fucking retarded sometimes
1,"People who enjoy shows like @SouthPark and @FamilyGuyonFOX are douche bags. Usually white trash, too."
1,"People who go to church in Hollywood, CA are all white trash filth."
1,People who grow their own vegetables are nothing but common peasant trash.
1,People who live in #theNetherlands are unwashed trash.
1,People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.
1,Phillip Rivers look like he almost wants to call dude a nigger for that bad play
1,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania."
1,"Pop a nigguh, sound like crisco"
1,Porch monkey 4 Life
1,Punk ass broke faggots.
1,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot"
1,"RT ""@TIMAtheRACER: Wow do we have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&#8221;""&gt;&gt; dat dude is nice"
1,"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;"
1,RT @602StrangeAngel: Your Swags off fag sauce
1,RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;
1,"RT @ASAP_Ford: I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !"
1,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.
1,RT @Annnna_dav69: I hate trailer trash &#128567;
1,"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway."
1,RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300
1,RT @AriesSpears: These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&#8230;
1,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.
1,RT @Asshole_God: Hate fags? The answer's yes.
1,RT @AyeeDeb: Ray J is the perfect example of what happens when you give a lame nigga some pussy.
1,RT @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC is trash.
1,RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;
1,"RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;"
1,"RT @BenjaminNorton: Remember the ""yellow badge"" Nazis used? 
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;"
1,"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson"
1,RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...
1,RT @BroganWebber: Beyonc&#233; is trash.
1,RT @Buckm00se: chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner
1,RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus
1,RT @Buckm00se: kill this beaner
1,RT @CHlLDHOODRUINER: who else hated this bitch nigga ?? http://t.co/8jwGmV4Yet
1,"RT @C_Phil_13: Man... I was trying to eat &#128555; ""@kylegotjokes: ""Nigga you said it was bitches out here, I showed up for nothin!"" http://t.co/u&#8230;"
1,RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger
1,RT @Carlozxivir: @VocaToaster ching chong
1,RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol
1,RT @ChiefKeef: Dat bitch Katy Perry Can Suck Skin Off Of my Dick
1,"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;
@elmaestro1 got to show this queer how to eat &#8230;"
1,RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not
1,RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3
1,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;"
1,RT @Comp10Tx: Lowkey called that faggot a faggot.
1,"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick."
1,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;
1,RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;
1,"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: If you fuck wit a lame nigga you a lame bitch"""
1,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit
1,RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK
1,"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol"
1,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
1,RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.
1,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;
1,RT @DestroTheNoble: I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @nekolin @1SleepingGiant
1,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;
1,RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash
1,RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;
1,RT @EarlyLegend: I don't fuck with these hoes &amp; I don't fuck with niggas that's fuckin these hoes
1,RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig
1,"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim"
1,RT @FAAMMoverALL: This nigguh Chris Paul
1,"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots."
1,RT @FeelinYurTHROAT: Don't watch me you beta watch your bitch nigga!
1,RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;
1,"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;"
1,RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him
1,RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;
1,RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;
1,RT @FunnyPicsDepot: pussy ass nigga http://t.co/lXONrmTQTK
1,RT @GMB_Ace: I'm a Get Money nigga So da hoes Love me
1,RT @GottaLuvLexci_: &#128557;&#128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: Tight pants and loud colors!!! You look like a fag! &#128557;
1,RT @HG_Shit: Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau&#8230;
1,RT @HeidiL_RN: Fuck Islam you pigfucking trash troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza
1,"RT @HoboKarl: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5&#8230;"
1,"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;"
1,RT @Hoodrichnick: Why ya niggas be gassin these wack ass bitches ? &#128553;&#128553;
1,RT @Hype: African colored car I push niggerous whips
1,"RT @IAmNiaRich: Nigga screamed like a Lil bitch lol 

https://t.co/b1qBnDPxdv"
1,RT @Im_Thirst: That nigger made the shit out of my coffee.
1,RT @ImaLAGirl: Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#128175;
1,RT @InfidelAlie: Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening
1,RT @InkMyHoleBody: This nigga is a fuckin faggot https://t.co/e3m6tujnhF
1,RT @Isa__Lopez: @D_Lo520 but you're still a faggot
1,RT @IsaidNick: niggers are so ignorant http://t.co/P9jDdVsRVb
1,RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot
1,"RT @ItsSonGoku: When niggas ask me ""Where the hoes at?"" http://t.co/eg6gxgGzFC"
1,"RT @Ivan_splash: ""Did u call me a bitch?""
""I said you were ACTING like one""
""So you just called me one nigga""
""Shut up bitch"""
1,RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.
1,RT @JHarmelink182: The fox says you're a cunt.
1,RT @JHazeThaGod: You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from
1,RT @JManziel2: &#8220;@RealZachK0enn: @JManziel2 You're a faggot&#8221;you're a Texas fan...
1,RT @JaclynDeeter: Well maybe you're a whore you stupid ugly homeless bitch
1,"RT @JakeWaller97: Do you ever just see someone's account and think ""wow what a faggot"" but at the same time you can't unfollow bc u can't m&#8230;"
1,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;"
1,RT @JoeCaroselli1: Jameis Winston is a nigger
1,RT @Juicy_Squeaky: Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;
1,RT @Kidd_BravO615: Nigga wanna bitch about a party y'all know my address knock at my door
1,RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes
1,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;"
1,RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;
1,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.
1,RT @Kriegsson: On Nigger Day we honor nigger traditions by not working.
1,"RT @KxRxSxB: We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches"
1,RT @LANURSE1: Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot @KLSouth http://t.co/P&#8230;
1,RT @Lady_BlahBlah: furrybah *in my PayPay voice* RT @80sbaby4life: The hoes are for EVERYBODY my nigga!
1,RT @Leslieeeixta: Bdubs is packed with beaners &#128557;&#128514;
1,RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck
1,RT @Lil_A47: @Vonteeeeee typical coon activity
1,RT @LuieSanches: PROUDLY a racist. u dumb nigger
1,RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#8230;
1,RT @MANIAC3X: @NotoriousBM95 @Woody_AFC @_WhitePonyJr_ @santi_4l @Bamoose12 start crying and stalking him faggot. I want to laff
1,"RT @MANIAC3X: @larryx2010 @FloydMayweather not gonna happen the coward nigger gets lit up. He knows it. ""PAC has to sign to TMT"" but why di&#8230;"
1,"RT @MAfreedom: If you dont see the connection between legitimizing the queer lifestyle, and an increase in STD's and sexual deviancy- yo ..."
1,"RT @MXLLXVV: ""@VivaLAJuicyy69: ----&gt; tragedy smh RT @MXLLXVV: Niggas don't know you but will throw dirt on your name for the pussy you h&#8230;"
1,RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO
1,RT @MelechT: Apartheid. &#8220;@No_Cut_Card: pedestrian check = show me your freedom papers you darkies.&#8221;
1,RT @MichaelGT03: Happy birthday freshman faggots @cooopster98 @Chase123456718
1,"RT @MidniteBoss: If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer."
1,"RT @Mitchellharri: Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole"
1,RT @Moisessp14: Look at u now u pregnant stupid bitch lol
1,RT @MrHoratioSanz: Vin Scully once called me a camel jockey. #liesaboutvinscully
1,"RT @MrzSixTrue: Ill break a Bitch down, like the pussy she is."
1,RT @MyFriendsRap: You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;
1,"RT @NIGNORAMUS: Here's how your ""suggestion"" plays out @piersmorgan 

Racist: ha, those niggers stopped callin each other nigga 

The end"
1,RT @NRoth44: Wow the stupid nigger in LeBron really came out there
1,RT @NYTMinusContext: kill whitey
1,RT @NateThaAlmighty: niggas talk more than bitches these days.
1,RT @Nekkohbk: I stopped caring about mcm when I noticed dykes where getting chose before me
1,RT @NerdAtCoolTable: RT @RealSheemBacc: For every bad bitch there is a nigga who treats them like shit &amp; yet they stay..... I wanna ...
1,RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot
1,RT @NoWomanIsRight: You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
1,RT @No_ahhh23: Happy birthday faggot! &#128536; @wagggggie
1,RT @Opatz1: Fuck michelle obama. That monkey doesnt belong in the white house
1,RT @PacDaGoat: I really hate attention seeking hoes. Hope they all die
1,RT @PacDaGoat: You a hoe if you give your number to another nigga while you got a man
1,RT @PeterpandaCat: @savanigga Sav is a fag
1,RT @PlainBlack_D: Get these trash ass niggas outta my stadium!!! &#128514;&#128514;&#128514;
1,RT @PluggedInPiff: Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!
1,RT @Poochda63: I go to take the trash out and a darkskin nigga stole my damn garbage
1,RT @RIPvuhsace: I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat
1,RT @RakwonOGOD: U hoes going to church this morning like y'all wasn't busting it wide open for niggas about 4 hours ago
1,RT @Ride907: If some little fucking faggot spits in my food I swear to god id tear your fucking arms off http://t.co/EQociANZ77
1,RT @RihannaHasAids: aight game over. dykes had to ruin it http://t.co/o0CAn6gb1p
1,"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;"
1,RT @RosieZaya1: Ur fucking white trash
1,RT @SAMMI_boyden: Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude @savanigga @OfficialDThrash @jawgaboyz
1,RT @STROCORLEONE @ThoughtsOfRandy @Yummys_World all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha
1,"RT @SUCKEDOFF: 3 MOST COMMON WHITE PEOPLE ACTIVITIES:

1. Wearing Tapout

2. Shooting up schools

3. Calling you a nigger on Xbox"
1,RT @SalamanCode: Proof that thots are retarded. http://t.co/rHJSlL9i9f
1,"RT @SalomaeSadiqa: It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime"
1,RT @Sam_James3: @will123_william @haydenhill13 @aknadnrye @khalilreed I don't care tho cracker
1,RT @SeanPrice: This nigger tattoo show is horrible
1,"RT @Seymor_Buccs: Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love &#8230;"
1,"RT @Slanguage: Stop flattering yourself, bitch. The only fan you have is on your ceiling."
1,RT @SnipersInPeril: @ShinSnipes happy birthday my little cotton picker
1,"RT @SnowThaProduct: i can do somethin good but im always gon be a ""wetback"" coo.. &#9996;"
1,"RT @SteveStfler: ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday"
1,RT @SwaaggyyV: Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.
1,RT @TAXSTONE: Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM
1,RT @Tae_Rhodes: &#8220;@kim92493: &#8220;@Tae_Rhodes: @kim92493 @patpatbush uhhh you've been judged&#8221; it happens. #whitepower...I'll hang you nigger&#8221; wo&#8230;
1,RT @TankTopshotta: A real nigga gone teach his bitch the game not run it on her &#128582;&#128130;&#128520;
1,RT @Tease: RT or you're a fag. http://t.co/4Ol82rdeqX
1,"RT @ThatBajanKidd: #NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" ."
1,RT @TheAfricanSiren: Automatically suspicious of white folk who try too hard to show they like us darkies.
1,RT @TheChrisCates: Look at this faggot http://t.co/db7SIri8qg
1,"RT @TheOnlyReed: IDC what phone u got, lol silly nigger"
1,"RT @Theprinceofnj: &#8220;@SMCo71: "" if you aint bout that Murder Game pussy nigga shut up ""&#8221;252 GANG &#128514;&#128514;&#128514;&#128514;&#128514;"
1,"RT @Tiqqz: @ShinSnipes i woke up with a sore throat, im cold, niggers will be niggers. so terrible"
1,"RT @TooRacist: Some black guy at my school asked if there were colored printers in the library.

""It's 2014 man you can use any printer you&#8230;"
1,RT @TopBlokeBill: Are you Justin Beiber? Because your a Fucken gay cunt @Arii_nV http://t.co/pgHISyDEyB
1,"RT @TorahBlaze: @1SonofYahweh they should be ashamed of themselves. I'll be single for life before I fuck w a nasty, faggot ass white man."
1,RT @ToyaMiani: The reason you called Jesus a monkey is because you knew he was not your color #Farrakhan#TheTime
1,RT @TrueNovacane: Only pussy niggas wouldn't fuck with a chick if she has stretch marks..
1,"RT @Tyler_Weddle_23: &#8220;@Sexualgif: ""I hate that hoe already"" &#128514;&#128128; http://t.co/JzBcCsn75h&#8221; &#128514;&#128514;&#128514; this shit cracks me up!"
1,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind
1,RT @Unorthodex: Nah I hate white people now since he looks like a dyke RT @ElBasedParko: I think he just ended racism http://t.co/VgjYHn4bvt
1,RT @VaTxn: Illegal alien is not a race. It's a crime. @MuchoMacho @McDonalds @jeandeaux1776 @cspanwj #wetbacks http://t.co/pf2YpelyOP
1,RT @VillageBae: I hate when faggots talk shit on here then block me so I can't respond. Bitch I will write you a letter with my response an&#8230;
1,RT @WaavyLee: His balls ashy RT @Yattabing: @Trelaire1st: Real women do this http://t.co/VG5DBqH8aT&#8221; and real faggots let em do that.. Smh
1,RT @Wayne__Da__Boss: I hate a bitch dat act like a nigga. &#128530;
1,RT @WhitesOnly_1: #niggers! http://t.co/Hb3uJaLky2
1,RT @Woody_AFC: @MANIAC3X @_WhitePonyJr_ lmaoooo what a bunch of fags
1,RT @Woody_AFC: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;
1,RT @XdalovelyTishai: Most of these niggas go broke for these hoes
1,RT @YABOYLILB: If I ride up to your bitch in these then... homie consider yourself a single nigga. http://t.co/dTJY9RHtdF
1,RT @YoShortyMa: I'll kill this bitch no hesitation http://t.co/UxePa9LVi5
1,RT @_2kkz: This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag
1,"RT @_Cashhhhhh: Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on &#128514; , bitch I'm &#128128; http:/&#8230;"
1,RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;
1,RT @_CollegeHumor_: i fully support same-sex marriage but i'll never stop calling my friends faggots
1,"RT @_VodkaThoughts_: ""Light beer? You mean faggot piss?"" -Overly Powered Man"
1,RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1
1,RT @__bettyboo: You better pray I don't send your nudes out bitch
1,RT @_asslxrd_: my inner nigger is coming out
1,RT @_iHATEMOON: All these bitches &amp; niggaz with they imaginary haters .....
1,RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;
1,"RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;"
1,RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;
1,RT @ajade___: everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;
1,RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;
1,RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;
1,RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die
1,RT @anticvlum: @NoneShallPass97 trash eating trash
1,"RT @aychmoore: most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts"
1,RT @bankheist: you're a retard @ShawnaCarr99
1,RT @beethetranny: can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.
1,"RT @boburnham: In the future, gay culture will be considered cool by America's teens and instead of wiggers there will be straggots."
1,RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.
1,RT @connorbagen: You know she's a dyke when she asks for men's golf clubs
1,"RT @dirtyimage: @Tronkitty not just cause of hoes, go to jail cause of fucking up hoes bloody n making them call you head honcho"
